filename,type_a,type_b,type_c,type_d,echo,top_folder,subfolder,subtype,species_common,species_latin,relative_path
XC929731 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC929731 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929959 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929959 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930023 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930023 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930025 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930025 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930026 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930026 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930027 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930027 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930028 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930028 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930029 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930029 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930030 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930030 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930032 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930032 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930042 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930042 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930043 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930043 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930227 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930227 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930235 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930235 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930236 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930236 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930252 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC930252 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC930256 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930256 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930260 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930260 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930262 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930262 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930268 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930268 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930270 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930270 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930275 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC930275 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930277 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930277 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930316 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930316 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930433 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930433 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930470 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930470 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930493 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930493 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930498 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930498 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930506 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930506 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930509 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930509 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930514 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930514 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930537 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930537 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930551 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930551 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930556 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930556 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930569 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930569 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930571 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930571 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930575 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930575 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930577 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC930577 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930599 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part E Nathusius,D.part_e_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC930599 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC930842 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC930842 - Common Noctule - Nyctalus noctula.wav
XC930843 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC930843 - Common Noctule - Nyctalus noctula.wav
XC930844 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,1,echolocation+type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type B\roosting\XC930844 - Common Noctule - Nyctalus noctula.wav
XC930845 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC930845 - Common Noctule - Nyctalus noctula.wav
XC930846 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,1,echolocation+type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type B\roosting\XC930846 - Common Noctule - Nyctalus noctula.wav
XC930847 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC930847 - Common Noctule - Nyctalus noctula.wav
XC930848 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC930848 - Common Noctule - Nyctalus noctula.wav
XC930849 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC930849 - Common Noctule - Nyctalus noctula.wav
XC930850 - Common Noctule - Nyctalus noctula.wav,0,1,1,1,0,type B+type C+type D,roosting,B.roosting+C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type B\roosting\XC930850 - Common Noctule - Nyctalus noctula.wav
XC930851 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC930851 - Common Noctule - Nyctalus noctula.wav
XC930852 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC930852 - Common Noctule - Nyctalus noctula.wav
XC930853 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC930853 - Common Noctule - Nyctalus noctula.wav
XC930854 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC930854 - Common Noctule - Nyctalus noctula.wav
XC931017 - Common Noctule - Nyctalus noctula.wav,0,0,1,0,0,type C,Noctule,C.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC931017 - Common Noctule - Nyctalus noctula.wav
XC931018 - Common Noctule - Nyctalus noctula.wav,0,0,1,0,0,type C,Noctule,C.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC931018 - Common Noctule - Nyctalus noctula.wav
XC931024 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC931024 - Common Noctule - Nyctalus noctula.wav
XC931401 - Pond Myotis - Myotis dasycneme.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Pond Myotis,Myotis dasycneme,type B\in flight\XC931401 - Pond Myotis - Myotis dasycneme.wav
XC931587 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931587 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931592 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931592 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931598 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931598 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931602 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC931602 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931610 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC931610 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC931614 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931614 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931760 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part E Nathusius,D.part_e_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC931760 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931764 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC931764 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931765 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC931765 - Brown Long-eared Bat - Plecotus auritus.wav
XC931767 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC931767 - Brown Long-eared Bat - Plecotus auritus.wav
XC931811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931817 - Pond Myotis - Myotis dasycneme.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Pond Myotis,Myotis dasycneme,type C\General\XC931817 - Pond Myotis - Myotis dasycneme.wav
XC931825 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931825 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931828 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931828 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931829 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931829 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931832 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931832 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931833 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931833 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931844 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931844 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931845 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC931845 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931846 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC931846 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC931847 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC931847 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932327 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932327 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932329 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932329 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932460 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932460 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932461 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932461 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932464 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932464 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932466 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932466 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932467 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932467 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932469 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,1,0,type B+type D,roosting,B.roosting+D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC932469 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932470 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932470 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932482 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932482 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932483 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932483 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932484 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932484 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932485 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932485 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932486 - Common Noctule - Nyctalus noctula.wav,0,0,1,0,0,type C,C.d advertisement,C.d_advertisement,Common Noctule,Nyctalus noctula,type C\C.d advertisement\XC932486 - Common Noctule - Nyctalus noctula.wav
XC932488 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC932488 - Common Noctule - Nyctalus noctula.wav
XC932489 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC932489 - Common Noctule - Nyctalus noctula.wav
XC932490 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC932490 - Common Noctule - Nyctalus noctula.wav
XC932534 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC932534 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932560 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Thrills Nathusius,D.thrills_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC932560 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC932935 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC932935 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC932985 - Daubenton's Myotis - Myotis daubentonii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Daubenton's Myotis,Myotis daubentonii,type C\General\XC932985 - Daubenton's Myotis - Myotis daubentonii.wav
XC933056 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC933056 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC933065 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC933065 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
